Year,State,Energy Source,Megawatthours
1994,NE,Coal,14039467.0
1994,NE,Hydroelectric Conventional,1311883.0
1994,NE,Natural Gas,258918.0
1994,NE,Nuclear,6345330.0
1994,NE,Other Biomass,9332.0
1994,NE,Petroleum,18201.0
1994,NH,Coal,3181654.0
1994,NH,Hydroelectric Conventional,1461327.0
1994,NH,Natural Gas,114587.0
1994,NH,Nuclear,6203747.0
1994,NH,Other Biomass,153844.0
1994,NH,Petroleum,1420578.0
1994,NH,Wood and Wood Derived Fuels,926762.0
1994,NJ,Coal,5672211.0
1994,NJ,Hydroelectric Conventional,15083.0
1994,NJ,Natural Gas,17191828.0
1994,NJ,Nuclear,22129335.0
1994,NJ,Other Biomass,1135382.0
1994,NJ,Other Gases,101509.0
1994,NJ,Petroleum,2356728.0
1994,NJ,Pumped Storage,-166734.0
1994,NM,Coal,26752349.0
1994,NM,Hydroelectric Conventional,212890.0
1994,NM,Natural Gas,3388937.0
1994,NM,Other Biomass,10802.0
1994,NM,Petroleum,25696.0
1994,NV,Coal,15324714.0
1994,NV,Geothermal,1494930.0
1994,NV,Hydroelectric Conventional,1875889.0
1994,NV,Natural Gas,5629626.0
1994,NV,Other,24888.0
1994,NV,Petroleum,167680.0
1994,NY,Coal,23290656.0
1994,NY,Hydroelectric Conventional,27791257.0
1994,NY,Natural Gas,32229929.0
1994,NY,Nuclear,29231434.0
1994,NY,Other Biomass,1904068.0
1994,NY,Other Gases,94206.0
1994,NY,Petroleum,12030378.0
1994,NY,Pumped Storage,-1145844.0
1994,NY,Wood and Wood Derived Fuels,603488.0
1994,OH,Coal,119169558.0
1994,OH,Hydroelectric Conventional,191771.0
1994,OH,Natural Gas,371591.0
1994,OH,Nuclear,10952247.0
1994,OH,Other Biomass,28830.0
1994,OH,Other Gases,144300.0
1994,OH,Petroleum,424488.0
1994,OH,Wood and Wood Derived Fuels,480825.0
1994,OK,Coal,30500847.0
1994,OK,Hydroelectric Conventional,2514648.0
1994,OK,Natural Gas,16708882.0
1994,OK,Other Biomass,0.0
1994,OK,Other Gases,70396.0
1994,OK,Petroleum,42621.0
1994,OK,Pumped Storage,-50013.0
1994,OK,Wood and Wood Derived Fuels,271391.0
1994,OR,Coal,3833470.0
1994,OR,Hydroelectric Conventional,31220298.0
1994,OR,Natural Gas,2835884.0
1994,OR,Other Biomass,95930.0
1994,OR,Petroleum,7296.0
1994,OR,Wood and Wood Derived Fuels,447934.0
1994,PA,Coal,101867590.0
1994,PA,Hydroelectric Conventional,2749785.0
1994,PA,Natural Gas,4079764.0
1994,PA,Nuclear,67206815.0
1994,PA,Other,82723.0
1994,PA,Other Biomass,1428098.0
1994,PA,Other Gases,972163.0
1994,PA,Petroleum,5824309.0
1994,PA,Pumped Storage,-843069.0
1994,PA,Wood and Wood Derived Fuels,710523.0
1994,RI,Coal,0.0
1994,RI,Hydroelectric Conventional,9349.0
1994,RI,Natural Gas,4560679.0
1994,RI,Other Biomass,75683.0
1994,RI,Other Gases,1862.0
1994,RI,Petroleum,85347.0
1994,SC,Coal,27741115.0
1994,SC,Hydroelectric Conventional,3034952.0
1994,SC,Natural Gas,363700.0
1994,SC,Nuclear,44466176.0
1994,SC,Other,4794.0
1994,SC,Other Biomass,55431.0
1994,SC,Other Gases,17368.0
1994,SC,Petroleum,240744.0
1994,SC,Pumped Storage,-620856.0
1994,SC,Wood and Wood Derived Fuels,1639098.0
1994,SD,Coal,2833332.0
1994,SD,Hydroelectric Conventional,5128760.0
1994,SD,Natural Gas,8437.0
1994,SD,Petroleum,20731.0
1994,TN,Coal,53708548.0
1994,TN,Hydroelectric Conventional,12027959.0
1994,TN,Natural Gas,304278.0
1994,TN,Nuclear,11932352.0
1994,TN,Other,111676.0
1994,TN,Other Biomass,66458.0
1994,TN,Other Gases,3030.0
1994,TN,Petroleum,312128.0
1994,TN,Pumped Storage,-592981.0
1994,TN,Wood and Wood Derived Fuels,461509.0
1994,TX,Coal,125145657.0
1994,TX,Hydroelectric Conventional,1530436.0
1994,TX,Natural Gas,144440568.0
1994,TX,Nuclear,28745474.0
1994,TX,Other,239260.0
1994,TX,Other Biomass,388273.0
1994,TX,Other Gases,3539454.0
1994,TX,Petroleum,1959891.0
1994,TX,Solar Thermal and Photovoltaic,293.0
1994,TX,Wood and Wood Derived Fuels,1190218.0
1994,UT,Coal,33130664.0
1994,UT,Geothermal,194804.0
1994,UT,Hydroelectric Conventional,750438.0
1994,UT,Natural Gas,807259.0
1994,UT,Other Gases,280569.0
1994,UT,Petroleum,33100.0
1994,UT,Pumped Storage,0.0
1994,VA,Coal,26590655.0
1994,VA,Hydroelectric Conventional,1146116.0
1994,VA,Natural Gas,4681139.0
1994,VA,Nuclear,25428856.0
1994,VA,Other,3291.0
1994,VA,Other Biomass,655292.0
1994,VA,Petroleum,2890191.0
1994,VA,Pumped Storage,-742235.0
1994,VA,Solar Thermal and Photovoltaic,11.0
1994,VA,Wood and Wood Derived Fuels,1395608.0
1994,VT,Hydroelectric Conventional,1038653.0
1994,VT,Natural Gas,5806.0
1994,VT,Nuclear,4315544.0
1994,VT,Petroleum,6354.0
1994,VT,Wind,0.0
1994,VT,Wood and Wood Derived Fuels,250673.0
1994,WA,Coal,9831332.0
1994,WA,Hydroelectric Conventional,65575487.0
1994,WA,Natural Gas,4820582.0
1994,WA,Nuclear,6739749.0
1994,WA,Other,31282.0
1994,WA,Other Biomass,224804.0
1994,WA,Other Gases,299161.0
1994,WA,Petroleum,45419.0
1994,WA,Pumped Storage,0.0
1994,WA,Wood and Wood Derived Fuels,1018660.0
1994,WI,Coal,36479019.0
1994,WI,Hydroelectric Conventional,2228309.0
1994,WI,Natural Gas,604655.0
1994,WI,Nuclear,11516469.0
1994,WI,Other Biomass,208344.0
1994,WI,Petroleum,429663.0
1994,WI,Wind,0.0
1994,WI,Wood and Wood Derived Fuels,892496.0
1994,WV,Coal,79628566.0
1994,WV,Hydroelectric Conventional,1145635.0
1994,WV,Natural Gas,170539.0
1994,WV,Other,204.0
1994,WV,Other Gases,212708.0
1994,WV,Petroleum,271890.0
1994,WY,Coal,41574239.0
1994,WY,Hydroelectric Conventional,897209.0
1994,WY,Natural Gas,400856.0
1994,WY,Other,54746.0
1994,WY,Other Gases,3224.0
1994,WY,Petroleum,53571.0
1994,WY,Wood and Wood Derived Fuels,18440.0
1995,AK,Coal,528930.0
1995,AK,Hydroelectric Conventional,1372115.0
1995,AK,Natural Gas,3379573.0
1995,AK,Other Biomass,13589.0
1995,AK,Petroleum,620564.0
1995,AK,Wind,0.0
1995,AK,Wood and Wood Derived Fuels,111345.0
1995,AL,Coal,69047634.0
1995,AL,Hydroelectric Conventional,9501510.0
1995,AL,Natural Gas,1533384.0
1995,AL,Nuclear,20752341.0
1995,AL,Other Biomass,7497.0
1995,AL,Other Gases,347027.0
1995,AL,Petroleum,201538.0
1995,AL,Wood and Wood Derived Fuels,3798435.0
1995,AR,Coal,21555436.0
1995,AR,Hydroelectric Conventional,3217714.0
1995,AR,Natural Gas,3909350.0
1995,AR,Nuclear,11657549.0
1995,AR,Other,3651.0
1995,AR,Other Biomass,23252.0
1995,AR,Petroleum,67654.0
1995,AR,Pumped Storage,0.0
1995,AR,Wood and Wood Derived Fuels,1537482.0
1995,AZ,Coal,31951659.0
1995,AZ,Hydroelectric Conventional,8288419.0
1995,AZ,Natural Gas,2192947.0
1995,AZ,Nuclear,26984507.0
1995,AZ,Petroleum,82557.0
1995,AZ,Pumped Storage,190029.0
1995,AZ,Wood and Wood Derived Fuels,90821.0
1995,CA,Coal,2786844.0
1995,CA,Geothermal,11450299.0
1995,CA,Hydroelectric Conventional,48033130.0
1995,CA,Natural Gas,72578893.0
1995,CA,Nuclear,30245936.0
1995,CA,Other,15796.0
1995,CA,Other Biomass,2757856.0
1995,CA,Other Gases,2594985.0
1995,CA,Petroleum,2291128.0
1995,CA,Pumped Storage,2506665.0
1995,CA,Solar Thermal and Photovoltaic,496565.0
1995,CA,Wind,3086757.0
1995,CA,Wood and Wood Derived Fuels,2618487.0
1995,CO,Coal,30492682.0
1995,CO,Hydroelectric Conventional,2131189.0
1995,CO,Natural Gas,2856788.0
1995,CO,Other Biomass,32910.0
1995,CO,Petroleum,11712.0
1995,CO,Pumped Storage,91953.0
1995,CT,Coal,3857555.0
1995,CT,Hydroelectric Conventional,363803.0
1995,CT,Natural Gas,3019243.0
1995,CT,Nuclear,18748900.0
1995,CT,Other,0.0
1995,CT,Other Biomass,1915839.0
1995,CT,Other Gases,79.0
1995,CT,Petroleum,3579463.0
1995,CT,Pumped Storage,-12414.0
1995,DC,Coal,0.0
1995,DC,Petroleum,188862.0
1995,DE,Coal,4438974.0
1995,DE,Natural Gas,3185559.0
1995,DE,Other,9282.0
1995,DE,Other Gases,113827.0
1995,DE,Petroleum,1285195.0
1995,FL,Coal,65761841.0
1995,FL,Hydroelectric Conventional,230840.0
1995,FL,Natural Gas,42755150.0
1995,FL,Nuclear,28740617.0
1995,FL,Other,2026987.0
1995,FL,Other Biomass,3339882.0
1995,FL,Other Gases,31478.0
1995,FL,Petroleum,22287501.0
1995,FL,Wood and Wood Derived Fuels,2240076.0
1995,GA,Coal,66942360.0
1995,GA,Hydroelectric Conventional,4196741.0
1995,GA,Natural Gas,1459884.0
1995,GA,Nuclear,30660626.0
1995,GA,Other Biomass,68194.0
1995,GA,Petroleum,849860.0
1995,GA,Pumped Storage,537462.0
1995,GA,Wood and Wood Derived Fuels,3163469.0
1995,HI,Coal,1561204.0
1995,HI,Geothermal,234521.0
1995,HI,Hydroelectric Conventional,97810.0
1995,HI,Other,2119.0
1995,HI,Other Biomass,638525.0
1995,HI,Other Gases,69307.0
1995,HI,Petroleum,7678995.0
1995,HI,Wind,20357.0
1995,HI,Wood and Wood Derived Fuels,1145.0
1995,IA,Coal,29409704.0
1995,IA,Hydroelectric Conventional,1002974.0
1995,IA,Natural Gas,479889.0
1995,IA,Nuclear,3729970.0
1995,IA,Other Biomass,64135.0
1995,IA,Petroleum,65861.0
1995,IA,Wind,117.0
1995,IA,Wood and Wood Derived Fuels,278.0
1995,ID,Coal,47527.0
1995,ID,Hydroelectric Conventional,10989334.0
1995,ID,Natural Gas,167292.0
1995,ID,Other,90280.0
1995,ID,Other Biomass,12987.0
1995,ID,Petroleum,564.0
1995,ID,Wood and Wood Derived Fuels,536621.0
1995,IL,Coal,64415830.0
1995,IL,Hydroelectric Conventional,123936.0
1995,IL,Natural Gas,3974378.0
1995,IL,Nuclear,78480848.0
1995,IL,Other Biomass,341327.0
1995,IL,Other Gases,396906.0
1995,IL,Petroleum,922504.0
1995,IL,Wood and Wood Derived Fuels,2202.0
1995,IN,Coal,104688066.0
1995,IN,Hydroelectric Conventional,467261.0
1995,IN,Natural Gas,1453563.0
1995,IN,Other Biomass,84340.0
1995,IN,Other Gases,2120995.0
1995,IN,Petroleum,342621.0
1995,KS,Coal,25896959.0
1995,KS,Hydroelectric Conventional,11214.0
1995,KS,Natural Gas,2374465.0
1995,KS,Nuclear,10062177.0
1995,KS,Petroleum,75864.0
1995,KS,Wind,26.0
1995,KY,Coal,82539467.0
1995,KY,Hydroelectric Conventional,3423478.0
1995,KY,Natural Gas,68035.0
1995,KY,Petroleum,130598.0
1995,KY,Wood and Wood Derived Fuels,4258.0
1995,LA,Coal,18989474.0
1995,LA,Hydroelectric Conventional,952144.0
1995,LA,Natural Gas,43217747.0
1995,LA,Nuclear,15685900.0
1995,LA,Other,600648.0
1995,LA,Other Biomass,102237.0
1995,LA,Other Gases,982181.0
1995,LA,Petroleum,1486214.0
1995,LA,Wood and Wood Derived Fuels,2543179.0
1995,MA,Coal,10698263.0
1995,MA,Hydroelectric Conventional,868649.0
1995,MA,Natural Gas,14235010.0
1995,MA,Nuclear,4485845.0
1995,MA,Other Biomass,1885794.0
1995,MA,Petroleum,6151495.0
1995,MA,Pumped Storage,-806203.0
1995,MA,Wind,0.0
1995,MA,Wood and Wood Derived Fuels,135628.0
1995,MD,Coal,27595256.0
1995,MD,Hydroelectric Conventional,1442006.0
1995,MD,Natural Gas,1548884.0
1995,MD,Nuclear,12937971.0
1995,MD,Other Biomass,501192.0
1995,MD,Other Gases,685721.0
1995,MD,Petroleum,1479469.0
1995,MD,Wood and Wood Derived Fuels,175144.0
1995,ME,Coal,540591.0
1995,ME,Hydroelectric Conventional,3353912.0
1995,ME,Natural Gas,7219.0
1995,ME,Nuclear,197577.0
1995,ME,Other Biomass,562705.0
1995,ME,Other Gases,5290.0
1995,ME,Petroleum,2032232.0
1995,ME,Wood and Wood Derived Fuels,3063525.0
1995,MI,Coal,67200645.0
1995,MI,Hydroelectric Conventional,1597186.0
1995,MI,Natural Gas,11574854.0
1995,MI,Nuclear,24448397.0
1995,MI,Other,15286.0
1995,MI,Other Biomass,681537.0
1995,MI,Other Gases,1430.0
1995,MI,Petroleum,855254.0
1995,MI,Pumped Storage,-731820.0
1995,MI,Wood and Wood Derived Fuels,1801843.0
1995,MN,Coal,28063939.0
1995,MN,Hydroelectric Conventional,1098125.0
1995,MN,Natural Gas,1030407.0
1995,MN,Nuclear,13243469.0
1995,MN,Other Biomass,713775.0
1995,MN,Petroleum,494826.0
1995,MN,Wind,56997.0
1995,MN,Wood and Wood Derived Fuels,469346.0
1995,MO,Coal,53860420.0
1995,MO,Hydroelectric Conventional,1918507.0
1995,MO,Natural Gas,1043440.0
1995,MO,Nuclear,8241833.0
1995,MO,Other Biomass,25478.0
1995,MO,Petroleum,696261.0
1995,MO,Pumped Storage,-64981.0
1995,MS,Coal,9324952.0
1995,MS,Natural Gas,9721170.0
1995,MS,Nuclear,8013321.0
1995,MS,Other Biomass,847.0
1995,MS,Petroleum,37780.0
1995,MS,Wood and Wood Derived Fuels,1882791.0
1995,MT,Coal,14934147.0
1995,MT,Hydroelectric Conventional,10745853.0
1995,MT,Natural Gas,48738.0
1995,MT,Other Gases,8678.0
1995,MT,Petroleum,168054.0
1995,MT,Wood and Wood Derived Fuels,55844.0
1995,NC,Coal,61484998.0
1995,NC,Hydroelectric Conventional,5520810.0
1995,NC,Natural Gas,771688.0
1995,NC,Nuclear,35910195.0
1995,NC,Other,259130.0
1995,NC,Other Biomass,54779.0
1995,NC,Petroleum,479618.0
1995,NC,Pumped Storage,167317.0
1995,NC,Wood and Wood Derived Fuels,1646121.0
1995,ND,Coal,26423871.0
1995,ND,Hydroelectric Conventional,2457401.0
1995,ND,Natural Gas,-348.0
1995,ND,Other Biomass,21959.0
1995,ND,Other Gases,43673.0
1995,ND,Petroleum,57691.0
1995,NE,Coal,16104419.0
1995,NE,Hydroelectric Conventional,1426058.0
1995,NE,Natural Gas,245428.0
1995,NE,Nuclear,7485448.0
1995,NE,Other Biomass,16268.0
1995,NE,Petroleum,26679.0
1995,NH,Coal,3367488.0
1995,NH,Hydroelectric Conventional,1369890.0
1995,NH,Natural Gas,201304.0
1995,NH,Nuclear,8379376.0
1995,NH,Other Biomass,175308.0
1995,NH,Petroleum,1064756.0
1995,NH,Wood and Wood Derived Fuels,876257.0
1995,NJ,Coal,7165980.0
1995,NJ,Hydroelectric Conventional,10955.0
1995,NJ,Natural Gas,18202521.0
1995,NJ,Nuclear,16805517.0
1995,NJ,Other Biomass,1221856.0
1995,NJ,Other Gases,64073.0
1995,NJ,Petroleum,1722288.0
1995,NJ,Pumped Storage,-94532.0
1995,NM,Coal,26121447.0
1995,NM,Hydroelectric Conventional,263920.0
1995,NM,Natural Gas,3408993.0
1995,NM,Other Biomass,9053.0
1995,NM,Petroleum,27746.0
1995,NV,Coal,13971824.0
1995,NV,Geothermal,1553696.0
1995,NV,Hydroelectric Conventional,1941534.0
1995,NV,Natural Gas,6443753.0
1995,NV,Other,26634.0
1995,NV,Petroleum,26553.0
1995,NY,Coal,22288913.0
1995,NY,Hydroelectric Conventional,25993197.0
1995,NY,Natural Gas,49056506.0
1995,NY,Nuclear,26336172.0
1995,NY,Other Biomass,1969440.0
1995,NY,Other Gases,96673.0
1995,NY,Petroleum,8268290.0
1995,NY,Pumped Storage,-1162013.0
1995,NY,Wood and Wood Derived Fuels,566103.0
1995,OH,Coal,120629428.0
1995,OH,Hydroelectric Conventional,232221.0
1995,OH,Natural Gas,724821.0
1995,OH,Nuclear,16768050.0
1995,OH,Other Biomass,21860.0
1995,OH,Other Gases,139069.0
1995,OH,Petroleum,330064.0
1995,OH,Wood and Wood Derived Fuels,498389.0
1995,OK,Coal,32785062.0
1995,OK,Hydroelectric Conventional,2779920.0
1995,OK,Natural Gas,16715507.0
1995,OK,Other Biomass,1658.0
1995,OK,Other Gases,65000.0
1995,OK,Petroleum,98685.0
1995,OK,Pumped Storage,-64663.0
1995,OK,Wood and Wood Derived Fuels,286198.0
1995,OR,Coal,1552491.0
1995,OR,Hydroelectric Conventional,40764465.0
1995,OR,Natural Gas,2353475.0
1995,OR,Other Biomass,79600.0
1995,OR,Petroleum,5027.0
1995,OR,Wood and Wood Derived Fuels,510495.0
1995,PA,Coal,106334647.0
1995,PA,Hydroelectric Conventional,2030207.0
1995,PA,Natural Gas,4926183.0
1995,PA,Nuclear,66461535.0
1995,PA,Other,45280.0
1995,PA,Other Biomass,1649492.0
1995,PA,Other Gases,781665.0
1995,PA,Petroleum,3647599.0
1995,PA,Pumped Storage,-1240153.0
1995,PA,Wood and Wood Derived Fuels,814856.0
1995,RI,Coal,0.0
1995,RI,Hydroelectric Conventional,9169.0
1995,RI,Natural Gas,4322242.0
1995,RI,Other Biomass,79729.0
1995,RI,Petroleum,77073.0
1995,SC,Coal,26337190.0
1995,SC,Hydroelectric Conventional,3457143.0
1995,SC,Natural Gas,689882.0
1995,SC,Nuclear,49173476.0
1995,SC,Other Biomass,67368.0
1995,SC,Other Gases,9254.0
1995,SC,Petroleum,257440.0
1995,SC,Pumped Storage,-657895.0
1995,SC,Wood and Wood Derived Fuels,1579790.0
1995,SD,Coal,2721295.0
1995,SD,Hydroelectric Conventional,6009871.0
1995,SD,Natural Gas,63139.0
1995,SD,Petroleum,17488.0
1995,TN,Coal,59475004.0
1995,TN,Hydroelectric Conventional,9628551.0
1995,TN,Natural Gas,475095.0
1995,TN,Nuclear,15708421.0
1995,TN,Other,158063.0
1995,TN,Other Biomass,58704.0
1995,TN,Other Gases,11062.0
1995,TN,Petroleum,257385.0
1995,TN,Pumped Storage,-615489.0
1995,TN,Wood and Wood Derived Fuels,574039.0
1995,TX,Coal,124716948.0
1995,TX,Hydroelectric Conventional,1703348.0
1995,TX,Natural Gas,146978708.0
1995,TX,Nuclear,36151325.0
1995,TX,Other,789563.0
1995,TX,Other Biomass,74760.0
1995,TX,Other Gases,4276154.0
1995,TX,Petroleum,1607795.0
1995,TX,Solar Thermal and Photovoltaic,253.0
1995,TX,Wood and Wood Derived Fuels,1337392.0
1995,UT,Coal,30611063.0
1995,UT,Geothermal,139742.0
1995,UT,Hydroelectric Conventional,968743.0
1995,UT,Natural Gas,791212.0
1995,UT,Other Gases,260694.0
1995,UT,Petroleum,35934.0
1995,UT,Pumped Storage,0.0
1995,VA,Coal,28497065.0
1995,VA,Hydroelectric Conventional,995026.0
1995,VA,Natural Gas,5431845.0
1995,VA,Nuclear,25134831.0
1995,VA,Other,5366.0
1995,VA,Other Biomass,698833.0
1995,VA,Petroleum,1600679.0
1995,VA,Pumped Storage,-768394.0
1995,VA,Solar Thermal and Photovoltaic,3.0
1995,VA,Wood and Wood Derived Fuels,1400767.0
1995,VT,Hydroelectric Conventional,972657.0
1995,VT,Natural Gas,6593.0
1995,VT,Nuclear,3858509.0
1995,VT,Petroleum,13484.0
1995,VT,Wind,0.0
1995,VT,Wood and Wood Derived Fuels,308819.0
1995,WA,Coal,5902945.0
1995,WA,Hydroelectric Conventional,82500153.0
1995,WA,Natural Gas,4889604.0
1995,WA,Nuclear,6941878.0
1995,WA,Other,179.0
1995,WA,Other Biomass,197288.0
1995,WA,Other Gases,550836.0
1995,WA,Petroleum,178915.0
1995,WA,Pumped Storage,0.0
1995,WA,Wood and Wood Derived Fuels,1035788.0
1995,WI,Coal,38093434.0
1995,WI,Hydroelectric Conventional,2378472.0
1995,WI,Natural Gas,1008604.0
1995,WI,Nuclear,10969606.0
1995,WI,Other,584.0
1995,WI,Other Biomass,233121.0
1995,WI,Petroleum,385164.0
1995,WI,Wind,0.0
1995,WI,Wood and Wood Derived Fuels,854146.0
1995,WV,Coal,78714219.0
1995,WV,Hydroelectric Conventional,1192679.0
1995,WV,Natural Gas,212874.0
1995,WV,Other,214.0
1995,WV,Other Gases,204663.0
1995,WV,Petroleum,212778.0
1995,WY,Coal,38996375.0
1995,WY,Hydroelectric Conventional,798503.0
1995,WY,Natural Gas,322450.0
1995,WY,Other,54746.0
1995,WY,Other Gases,9230.0
1995,WY,Petroleum,70305.0
1996,AK,Coal,428736.0
1996,AK,Hydroelectric Conventional,1265863.0
1996,AK,Natural Gas,3548718.0
1996,AK,Other Biomass,11985.0
1996,AK,Petroleum,770676.0
1996,AK,Wind,0.0
1996,AK,Wood and Wood Derived Fuels,102914.0
1996,AL,Coal,74091485.0
1996,AL,Hydroelectric Conventional,11081921.0
1996,AL,Natural Gas,1884239.0
1996,AL,Nuclear,29707535.0
1996,AL,Other Biomass,7286.0
1996,AL,Other Gases,307056.0
1996,AL,Petroleum,315378.0
1996,AL,Wood and Wood Derived Fuels,4078011.0
1996,AR,Coal,24388417.0
1996,AR,Hydroelectric Conventional,2796966.0
1996,AR,Natural Gas,3793734.0
1996,AR,Nuclear,13356671.0
1996,AR,Other Biomass,21121.0
1996,AR,Petroleum,113957.0
1996,AR,Pumped Storage,0.0
1996,AR,Wood and Wood Derived Fuels,1562697.0
1996,AZ,Coal,31032541.0
1996,AZ,Hydroelectric Conventional,9214356.0
1996,AZ,Natural Gas,2156382.0
1996,AZ,Nuclear,28839587.0
1996,AZ,Petroleum,69810.0
1996,AZ,Pumped Storage,265397.0
1996,AZ,Wood and Wood Derived Fuels,76745.0
1996,CA,Coal,2528786.0
1996,CA,Geothermal,12340104.0
1996,CA,Hydroelectric Conventional,44751343.0
1996,CA,Natural Gas,64414179.0
1996,CA,Nuclear,34096860.0
1996,CA,Other,28279.0
1996,CA,Other Biomass,2321158.0
1996,CA,Other Gases,3216924.0
1996,CA,Petroleum,2832968.0
1996,CA,Pumped Storage,2194436.0
1996,CA,Solar Thermal and Photovoltaic,520945.0
1996,CA,Wind,3078924.0
1996,CA,Wood and Wood Derived Fuels,2938298.0
1996,CO,Coal,32186181.0
1996,CO,Hydroelectric Conventional,1820368.0
1996,CO,Natural Gas,3199664.0
1996,CO,Other Biomass,33084.0
1996,CO,Petroleum,18155.0
1996,CO,Pumped Storage,-120092.0
1996,CT,Coal,3942334.0
1996,CT,Hydroelectric Conventional,625923.0
1996,CT,Natural Gas,1949243.0
1996,CT,Nuclear,6225233.0
1996,CT,Other,0.0
1996,CT,Other Biomass,2072869.0
1996,CT,Other Gases,64.0
1996,CT,Petroleum,5395345.0
1996,CT,Pumped Storage,387.0
1996,DC,Petroleum,109809.0
1996,DE,Coal,4410764.0
1996,DE,Natural Gas,2716813.0
1996,DE,Other Gases,157795.0
1996,DE,Petroleum,1569077.0
1996,FL,Coal,70856789.0
1996,FL,Hydroelectric Conventional,215560.0
1996,FL,Natural Gas,39234685.0
1996,FL,Nuclear,25470291.0
1996,FL,Other,2044941.0
1996,FL,Other Biomass,3431163.0
1996,FL,Other Gases,29306.0
1996,FL,Petroleum,23384513.0
1996,FL,Wood and Wood Derived Fuels,2417688.0
1996,GA,Coal,64235966.0
1996,GA,Hydroelectric Conventional,4678960.0
1996,GA,Natural Gas,1018978.0
1996,GA,Nuclear,29925001.0
1996,GA,Other Biomass,101771.0
1996,GA,Other Gases,124.0
1996,GA,Petroleum,1025888.0
1996,GA,Pumped Storage,310102.0
1996,GA,Wood and Wood Derived Fuels,3023251.0
1996,HI,Coal,1643103.0
1996,HI,Geothermal,241985.0
1996,HI,Hydroelectric Conventional,104032.0
1996,HI,Other Biomass,591765.0
1996,HI,Other Gases,60365.0
1996,HI,Petroleum,7963117.0
1996,HI,Wind,22528.0
1996,HI,Wood and Wood Derived Fuels,999.0
1996,IA,Coal,29342950.0
1996,IA,Hydroelectric Conventional,935333.0
1996,IA,Natural Gas,349467.0
1996,IA,Nuclear,3923631.0
1996,IA,Other Biomass,68760.0
1996,IA,Petroleum,67405.0
1996,IA,Wind,108.0
1996,IA,Wood and Wood Derived Fuels,961.0
1996,ID,Coal,30062.0
1996,ID,Hydroelectric Conventional,13283248.0
1996,ID,Natural Gas,167850.0
1996,ID,Other,95604.0
1996,ID,Other Biomass,3683.0
1996,ID,Petroleum,1284.0
1996,ID,Wood and Wood Derived Fuels,508077.0
1996,IL,Coal,73348075.0
1996,IL,Hydroelectric Conventional,105589.0
1996,IL,Natural Gas,2813768.0
1996,IL,Nuclear,69774356.0
1996,IL,Other Biomass,459414.0
1996,IL,Other Gases,399493.0
1996,IL,Petroleum,829763.0
1996,IL,Wood and Wood Derived Fuels,2571.0
1996,IN,Coal,105449025.0
1996,IN,Hydroelectric Conventional,448364.0
1996,IN,Natural Gas,1246175.0
1996,IN,Other Biomass,104146.0
1996,IN,Other Gases,2053362.0
1996,IN,Petroleum,601030.0
1996,KS,Coal,29742722.0
1996,KS,Hydroelectric Conventional,10969.0
1996,KS,Natural Gas,1824103.0
1996,KS,Nuclear,8204868.0
1996,KS,Petroleum,159494.0
1996,KY,Coal,84659818.0
1996,KY,Hydroelectric Conventional,3496989.0
1996,KY,Natural Gas,145980.0
1996,KY,Petroleum,135437.0
1996,KY,Wood and Wood Derived Fuels,9272.0
1996,LA,Coal,18701034.0
1996,LA,Hydroelectric Conventional,963924.0
1996,LA,Natural Gas,36564775.0
1996,LA,Nuclear,15764823.0
1996,LA,Other,293542.0
1996,LA,Other Biomass,96039.0
1996,LA,Other Gases,844588.0
1996,LA,Petroleum,1703448.0
1996,LA,Wood and Wood Derived Fuels,2807723.0
1996,MA,Coal,11580771.0
1996,MA,Hydroelectric Conventional,1188625.0
1996,MA,Natural Gas,11929508.0
1996,MA,Nuclear,5324341.0
1996,MA,Other,11.0
1996,MA,Other Biomass,1933966.0
1996,MA,Petroleum,6516883.0
1996,MA,Pumped Storage,-657967.0
1996,MA,Wind,0.0
1996,MA,Wood and Wood Derived Fuels,137882.0
1996,MD,Coal,27992005.0
1996,MD,Hydroelectric Conventional,2457463.0
1996,MD,Natural Gas,987627.0
1996,MD,Nuclear,12092768.0
1996,MD,Other Biomass,565838.0
1996,MD,Other Gases,539335.0
1996,MD,Petroleum,1472027.0
1996,MD,Wood and Wood Derived Fuels,167554.0
1996,ME,Coal,509522.0
1996,ME,Hydroelectric Conventional,4157394.0
1996,ME,Natural Gas,3230.0
1996,ME,Nuclear,5062017.0
1996,ME,Other,1.0
1996,ME,Other Biomass,561449.0
1996,ME,Other Gases,5541.0
1996,ME,Petroleum,1660854.0
1996,ME,Wood and Wood Derived Fuels,2974365.0
1996,MI,Coal,67872152.0
1996,MI,Hydroelectric Conventional,1783531.0
1996,MI,Natural Gas,13014616.0
1996,MI,Nuclear,26829363.0
1996,MI,Other,15082.0
1996,MI,Other Biomass,907548.0
1996,MI,Other Gases,238416.0
1996,MI,Petroleum,832749.0
1996,MI,Pumped Storage,-820336.0
1996,MI,Wood and Wood Derived Fuels,1845188.0
1996,MN,Coal,28422604.0
1996,MN,Hydroelectric Conventional,1187114.0
1996,MN,Natural Gas,786670.0
1996,MN,Nuclear,12095122.0
1996,MN,Other Biomass,697685.0
1996,MN,Petroleum,651744.0
1996,MN,Wind,49938.0
1996,MN,Wood and Wood Derived Fuels,437562.0
1996,MO,Coal,57418252.0
1996,MO,Hydroelectric Conventional,1313738.0
1996,MO,Natural Gas,428165.0
